INFO  2019-05-25 16:24:36,592 [28   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/AssetGroupController_05/GetAssetGroupByFilter?Name=&MaxResultCount=10&SkipCount=0  
INFO  2019-05-25 16:24:38,176 [28   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 25.9123ms.
INFO  2019-05-25 16:24:38,182 [25   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-05-25 16:24:38,182 [25   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core) in 38.9319ms
INFO  2019-05-25 16:24:38,182 [25   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 43.8397ms 200 application/json; charset=utf-8
INFO  2019-05-25 16:24:38,432 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/AssetGroupController_05/GetAssetGroupByFilter?Name=&MaxResultCount=10&SkipCount=0 application/json 
INFO  2019-05-25 16:24:38,432 [33   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:24:38,432 [33   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-05-25 16:24:38,448 [33   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-05-25 16:24:38,448 [33   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-05-25 16:24:38,454 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAssetGroupByFilter", controller = "AssetGroupController_05", area = ""}. Executing action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core)
INFO  2019-05-25 16:24:38,454 [33   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:24:38,470 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core) with arguments (GWebsite.AbpZeroTemplate.Application.Share.AssetGroups_05.Dto.AssetGroupFilter_05) - Validation state: Valid
INFO  2019-05-25 16:24:38,482 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 12.3579ms.
INFO  2019-05-25 16:24:38,488 [33   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-05-25 16:24:38,488 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core) in 33.8261ms
INFO  2019-05-25 16:24:38,488 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 56.0156ms 200 application/json; charset=utf-8
INFO  2019-05-25 16:43:04,330 [98   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/AssetGroupController_05/GetAssetGroupByFilter?Name=&Sorting=assetType%20ASC&MaxResultCount=10&SkipCount=0  
INFO  2019-05-25 16:43:04,340 [98   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:43:04,341 [98   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 11.3134ms 204 
INFO  2019-05-25 16:43:04,347 [98   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/AssetGroupController_05/GetAssetGroupByFilter?Name=&Sorting=assetType%20ASC&MaxResultCount=10&SkipCount=0 application/json 
INFO  2019-05-25 16:43:04,347 [98   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:43:04,349 [98   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-05-25 16:43:04,507 [91   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-05-25 16:43:04,508 [91   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-05-25 16:43:04,516 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAssetGroupByFilter", controller = "AssetGroupController_05", area = ""}. Executing action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core)
INFO  2019-05-25 16:43:04,516 [91   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:43:04,587 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core) with arguments (GWebsite.AbpZeroTemplate.Application.Share.AssetGroups_05.Dto.AssetGroupFilter_05) - Validation state: Valid
INFO  2019-05-25 16:43:06,578 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 1990.1337ms.
INFO  2019-05-25 16:43:06,582 [91   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-05-25 16:43:06,582 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core) in 2066.4763ms
INFO  2019-05-25 16:43:06,583 [91   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 2235.4573ms 200 application/json; charset=utf-8
INFO  2019-05-25 16:43:19,838 [114  ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/AssetGroupController_05/GetAssetGroupForEdit  
INFO  2019-05-25 16:43:19,838 [114  ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:43:19,838 [114  ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.1331ms 204 
INFO  2019-05-25 16:43:19,848 [98   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/AssetGroupController_05/GetAssetGroupForEdit application/json 
INFO  2019-05-25 16:43:19,848 [98   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:43:19,848 [98   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-05-25 16:43:19,849 [98   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-05-25 16:43:19,849 [98   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-05-25 16:43:19,851 [98   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAssetGroupForEdit", controller = "AssetGroupController_05", area = ""}. Executing action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupForEdit (GWebsite.AbpZeroTemplate.Web.Core)
INFO  2019-05-25 16:43:19,851 [98   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:43:19,854 [98   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupForEdit (GWebsite.AbpZeroTemplate.Web.Core) with arguments () - Validation state: Valid
INFO  2019-05-25 16:43:19,859 [98   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupForEdit (GWebsite.AbpZeroTemplate.Web.Core), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 4.8531ms.
INFO  2019-05-25 16:43:19,863 [98   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-05-25 16:43:19,863 [98   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupForEdit (GWebsite.AbpZeroTemplate.Web.Core) in 12.5701ms
INFO  2019-05-25 16:43:19,863 [98   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 15.1472ms 200 application/json; charset=utf-8
INFO  2019-05-25 16:43:23,552 [91   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/AssetGroupController_05/GetAssetGroupForEdit application/json 
INFO  2019-05-25 16:43:23,553 [91   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:43:23,554 [91   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-05-25 16:43:23,554 [91   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-05-25 16:43:23,554 [91   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-05-25 16:43:23,562 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAssetGroupForEdit", controller = "AssetGroupController_05", area = ""}. Executing action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupForEdit (GWebsite.AbpZeroTemplate.Web.Core)
INFO  2019-05-25 16:43:23,562 [91   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:43:23,571 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupForEdit (GWebsite.AbpZeroTemplate.Web.Core) with arguments () - Validation state: Valid
INFO  2019-05-25 16:43:23,674 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupForEdit (GWebsite.AbpZeroTemplate.Web.Core), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 103.0422ms.
INFO  2019-05-25 16:43:23,707 [114  ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-05-25 16:43:23,707 [114  ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupForEdit (GWebsite.AbpZeroTemplate.Web.Core) in 145.3192ms
INFO  2019-05-25 16:43:23,708 [114  ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 155.3595ms 200 application/json; charset=utf-8
INFO  2019-05-25 16:45:38,870 [47   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/FixedAsset/GetFixedAssetsByFilter?Name=&MaxResultCount=10&SkipCount=0  
INFO  2019-05-25 16:45:38,870 [47   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:45:38,870 [47   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.4727ms 204 
INFO  2019-05-25 16:45:38,964 [47   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/FixedAsset/GetFixedAssetsByFilter?Name=&MaxResultCount=10&SkipCount=0 application/json 
INFO  2019-05-25 16:45:38,964 [47   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:45:38,964 [47   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-05-25 16:45:38,964 [47   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-05-25 16:45:38,964 [47   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-05-25 16:45:39,168 [48   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/FixedAsset/GetFixedAssetsByFilter?Name=&MaxResultCount=10&SkipCount=0 application/json 
INFO  2019-05-25 16:45:39,168 [48   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:45:39,169 [48   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-05-25 16:45:39,169 [48   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-05-25 16:45:39,169 [48   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-05-25 16:45:41,659 [48   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetFixedAssetsByFilter", controller = "FixedAsset", area = ""}. Executing action GWebsite.AbpZeroTemplate.Application.Controllers.FixedAssetController.GetFixedAssetsByFilter (GWebsite.AbpZeroTemplate.Web.Core)
INFO  2019-05-25 16:45:41,659 [48   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:45:41,659 [47   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetFixedAssetsByFilter", controller = "FixedAsset", area = ""}. Executing action GWebsite.AbpZeroTemplate.Application.Controllers.FixedAssetController.GetFixedAssetsByFilter (GWebsite.AbpZeroTemplate.Web.Core)
INFO  2019-05-25 16:45:41,659 [47   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:45:44,057 [91   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/AssetGroupController_05/GetAssetGroupByFilter?Name=&MaxResultCount=10&SkipCount=0  
INFO  2019-05-25 16:45:44,057 [91   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:45:44,057 [91   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.1979ms 204 
INFO  2019-05-25 16:45:44,110 [49   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/AssetGroupController_05/GetAssetGroupByFilter?Name=&MaxResultCount=10&SkipCount=0 application/json 
INFO  2019-05-25 16:45:44,110 [49   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:45:44,111 [49   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-05-25 16:45:44,111 [49   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-05-25 16:45:44,111 [49   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-05-25 16:45:44,114 [49   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAssetGroupByFilter", controller = "AssetGroupController_05", area = ""}. Executing action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core)
INFO  2019-05-25 16:45:44,114 [49   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:45:44,118 [49   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core) with arguments (GWebsite.AbpZeroTemplate.Application.Share.AssetGroups_05.Dto.AssetGroupFilter_05) - Validation state: Valid
INFO  2019-05-25 16:45:44,233 [91   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/AssetGroupController_05/GetAssetGroupByFilter?Name=&MaxResultCount=10&SkipCount=0 application/json 
INFO  2019-05-25 16:45:44,233 [91   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:45:44,234 [91   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-05-25 16:45:44,234 [91   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-05-25 16:45:44,234 [91   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-05-25 16:45:44,236 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAssetGroupByFilter", controller = "AssetGroupController_05", area = ""}. Executing action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core)
INFO  2019-05-25 16:45:44,236 [91   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-05-25 16:45:44,240 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core) with arguments (GWebsite.AbpZeroTemplate.Application.Share.AssetGroups_05.Dto.AssetGroupFilter_05) - Validation state: Valid
INFO  2019-05-25 16:45:44,444 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 204.6372ms.
INFO  2019-05-25 16:45:44,448 [91   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-05-25 16:45:44,449 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core) in 212.5965ms
INFO  2019-05-25 16:45:44,449 [91   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 215.3511ms 200 application/json; charset=utf-8
INFO  2019-05-25 16:45:44,511 [49   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 392.5576ms.
INFO  2019-05-25 16:45:44,539 [91   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-05-25 16:45:44,539 [91   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GWebsite.AbpZeroTemplate.Application.Controllers.AssetGroupController_05.GetAssetGroupByFilter (GWebsite.AbpZeroTemplate.Web.Core) in 425.2067ms
INFO  2019-05-25 16:45:44,540 [91   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 429.4051ms 200 application/json; charset=utf-8
INFO  2019-05-25 16:45:46,946 [47   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GWebsite.AbpZeroTemplate.Application.Controllers.FixedAssetController.GetFixedAssetsByFilter (GWebsite.AbpZeroTemplate.Web.Core) with arguments (GWebsite.AbpZeroTemplate.Application.Share.FixedAssets.Dto.FixedAssetFilter) - Validation state: Valid
INFO  2019-05-25 16:45:46,946 [48   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GWebsite.AbpZeroTemplate.Application.Controllers.FixedAssetController.GetFixedAssetsByFilter (GWebsite.AbpZeroTemplate.Web.Core) with arguments (GWebsite.AbpZeroTemplate.Application.Share.FixedAssets.Dto.FixedAssetFilter) - Validation state: Valid
